doc,year,authors,title,journal,topic,pct,firsttop,firstpct,secondtop,secondpct
3088356,2001,John F. Sandberg,Changes In Children'S Time With Parents,Demography,topic 27,0.352470981182,topic 17,0.311950751265,topic 7,0.247901821766
3092756,2002,Susan E. Short,Maternal Work And Child Care In China,Population and Development Review,topic 27,0.67560371734,topic 7,0.175842535253,topic 4,0.0861082297393
3180806,2003,Robert Haveman,Social Security_ Age Of Retirement_ And Economic Well-Being,Demography,topic 27,0.619034982478,topic 7,0.207361713332,topic 3,0.0953906474432
1515213,2004,Craig Gundersen,Poverty And Macroeconomic Performance Across Space_ Race_ And Family Structure,Demography,topic 27,0.565385304267,topic 7,0.266694327136,topic 13,0.0596040310164
4147335,2005,Wei-Hsin Yu,Changes In Women'S Postmarital Employment In Japan And Taiwan,Demography,topic 27,0.505085514989,topic 7,0.217681855538,topic 26,0.0875158562439
4137247,2006,Jay Stewart,Male Nonworkers,Demography,topic 27,0.529082158556,topic 7,0.214293469508,topic 17,0.170391917544
30053105,2007,Avner Ahituv,How Do Marital Status_ Work Effort_ And Wage Rates Interact?,Demography,topic 27,0.250162582118,topic 7,0.351415274268,topic 26,0.317513884606
25434683,2008,Ray Langsten,Two Approaches To Measuring Women'S Work In Developing Countries,Population and Development Review,topic 27,0.484899718505,topic 21,0.23234967108,topic 14,0.0661038223783
20616476,2009,Becky Pettit,Employment Gains And Wage Declines,Demography,topic 27,0.517749436417,topic 7,0.213130339099,topic 13,0.18669887711
25651498,2010,Kenneth A. Couch,Last Hired_ First Fired? Black-White Unemployment And The Business Cycle,Demography,topic 27,0.48274424042,topic 7,0.321734442099,topic 13,0.152528941374
