doc,year,authors,title,journal,topic,pct,firsttop,firstpct,secondtop,secondpct
2174753,1992,Carol Vlassoff,Progress And Stagnation,Population Studies,topic 1,0.344341865866,topic 12,0.418431008793,topic 20,0.0827265298593
2938437,1993,Christopher Langford,Sex Differentials In Mortality Early In The Twentieth Century,Population and Development Review,topic 1,0.384390119731,topic 3,0.398421219782,topic 24,0.163710921251
2174956,1994,A. Dharmalingam,Old Age Support,Population Studies,topic 1,0.354881636494,topic 17,0.201572196404,topic 22,0.173025466473
2137749,1995,S. Philip Morgan,Gender Inequality And Fertility In Two Nepali Villages,Population and Development Review,topic 1,0.475553195839,topic 7,0.212065212677,topic 12,0.088253802998
2175029,1996,Bhanu B. Niraula,Marriage Formation_ Post-Marital Contact With Natal Kin And Autonomy Of Women,Population Studies,topic 1,0.487705801629,topic 7,0.241630233731,topic 26,0.117648874367
2952474,1997,Monica Das Gupta,Fertility Decline And Increased Manifestation Of Sex Bias In India,Population Studies,topic 1,0.500672137172,topic 3,0.317476840172,topic 16,0.104188240932
2584732,1998,Fred Arnold,Son Preference_ The Family-Building Process And Child Mortality In India,Population Studies,topic 1,0.524763382125,topic 7,0.163543602426,topic 16,0.106606979796
172428,1999,Peter Mayer,India'S Falling Sex Ratios,Population and Development Review,topic 1,0.526467934863,topic 7,0.17149264232,topic 3,0.160588014755
2648099,2000,Shelley Clark,Son Preference And Sex Composition Of Children,Demography,topic 1,0.44943221229,topic 12,0.249002299827,topic 7,0.232262396764
2695183,2001,Shireen J. Jejeebhoy,Women'S Autonomy In India And Pakistan,Population and Development Review,topic 1,0.630627579224,topic 7,0.167125471271,topic 22,0.0517244489096
3092788,2002,Fred Arnold,Sex-Selective Abortions In India,Population and Development Review,topic 1,0.514260460561,topic 3,0.192322379691,topic 15,0.173064651841
1515153,2003,Sharon J. Ghuman,Women'S Autonomy And Child Survival,Demography,topic 1,0.551285913842,topic 7,0.200926514023,topic 22,0.0668039292154
3401385,2004,Lupin Rahman,The Determinants Of Gender Equity In India,Population and Development Review,topic 1,0.546825031619,topic 7,0.253053772132,topic 27,0.065983479309
3401477,2005,Monica Das Gupta,Explaining Asia'S "Missing Women",Population and Development Review,topic 1,0.526677288698,topic 4,0.116290564056,topic 16,0.107925029149
20058877,2006,Monica Das Gupta,Cultural Versus Biological Factors In Explaining Asia'S "Missing Women",Population and Development Review,topic 1,0.540325694788,topic 7,0.154271515037,topic 4,0.117779635996
25434611,2007,Sylvie Dubuc,An Increase In The Sex Ratio Of Births To India-Born Mothers In England And Wales,Population and Development Review,topic 1,0.391279238627,topic 16,0.2318876281,topic 7,0.098751421805
25475972,2008,Sonalde Desai,Changing Educational Inequalities In India In The Context Of Affirmative Action,Demography,topic 1,0.331748554065,topic 19,0.268502846204,topic 7,0.169057820689
25487672,2009,Monica Das Gupta,Evidence For An Incipient Decline In Numbers Of Missing Girls In China And India,Population and Development Review,topic 1,0.43796303289,topic 3,0.261554030808,topic 4,0.166382181006
40983079,2010,Tanika Chakraborty,Kinship Institutions And Sex Ratios In India,Demography,topic 1,0.643528496558,topic 7,0.176357217168,topic 22,0.0774346355344
