doc,year,authors,title,journal,topic,pct,firsttop,firstpct,secondtop,secondpct
2061815,1993,H. Elizabeth Peters,Enforcing Divorce Settlements,Demography,topic 17,0.537387253711,topic 7,0.284124594573,topic 26,0.0851141789767
2061910,1994,Julie Davanzo,Living Arrangements Of Older Malaysians,Demography,topic 17,0.486944279095,topic 7,0.257660590878,topic 10,0.0661778973282
2061744,1995,Diane N. Lye,Childhood Living Arrangements And Adult Children'S Relations With Their Parents,Demography,topic 17,0.5605269872,topic 7,0.289725461812,topic 26,0.110044237622
2061769,1996,Steven Garasky,Reconsidering The Increase In Father-Only Families,Demography,topic 17,0.558585815463,topic 26,0.18487207359,topic 7,0.165397723944
2061663,1997,Lee A. Lillard,Motives For Intergenerational Transfers,Demography,topic 17,0.427688974994,topic 7,0.276584863807,topic 29,0.134848241117
3004050,1998,Anu Rangarajan,Young Unwed Fathers Of Afdc Children,Demography,topic 17,0.570851765114,topic 7,0.219237446873,topic 19,0.0905449831384
2648053,1999,Liliana E. Pezzin,Parental Marital Disruption And Intergenerational Transfers,Demography,topic 17,0.477061569297,topic 7,0.29785149561,topic 26,0.0947357399705
2584660,2000,Emily Grundy,Co-Residence Of Mid-Life Children With Their Elderly Parents In England And Wales,Population Studies,topic 17,0.550906081623,topic 7,0.163962727265,topic 26,0.0844655114428
3092865,2001,John Bongaarts,Household Size And Composition In The Developing World In The 1990S,Population Studies,topic 17,0.375894325449,topic 7,0.191691241342,topic 2,0.182438710771
3092890,2002,Elizabeth Frankenberg,Stability And Change In Living Arrangements In Indonesia_ Singapore_ And Taiwan_ 1993-99,Population Studies,topic 17,0.474601628145,topic 7,0.246465433548,topic 4,0.136377722214
3115286,2003,Steven Ruggles,Measurement Of Family And Household Composition In Census 2000,Population and Development Review,topic 17,0.407518171133,topic 28,0.287343431665,topic 21,0.13169147595
1515225,2004,Donna K. Ginther,Family Structure And Children'S Educational Outcomes,Demography,topic 17,0.448672399336,topic 7,0.363794788846,topic 19,0.137310229795
30040455,2005,Emily M. Agree,Intergenerational Transfers Of Resources Between Older Persons And Extended Kin In Taiwan And The Philippines,Population Studies,topic 17,0.552844627609,topic 7,0.183254784306,topic 19,0.127465125786
4137232,2006,Sandra L. Hofferth,Residential Father Family Type And Child Well-Being,Demography,topic 17,0.548498783301,topic 7,0.271186141991,topic 19,0.0988191229361
4137223,2007,Lenna Nepomnyaschy,Child Support And Father-Child Contact,Demography,topic 17,0.520379529812,topic 7,0.323710796966,topic 19,0.0518494500879
25475982,2008,Marcia J. Carlson,Coparenting And Nonresident Fathers' Involvement With Young Children After A Nonmarital Birth,Demography,topic 17,0.471853369636,topic 7,0.334046730806,topic 19,0.0892609614569
25476008,2009,Susan L. Brown,Family Boundary Ambiguity And The Measurement Of Family Structure,Demography,topic 17,0.445212683024,topic 7,0.258713838224,topic 19,0.168604996239
25651496,2010,Laura Tach,Parenting As A "Package Deal",Demography,topic 17,0.485013512824,topic 7,0.271539057804,topic 26,0.12337094587
