"topic 1","topic 2","topic 3","topic 4","topic 5","topic 6","topic 7","topic 8","topic 9","topic 10","topic 11","topic 12","topic 13","topic 14","topic 15","topic 16","topic 17","topic 18","topic 19","topic 20","topic 21","topic 22","topic 23","topic 24","topic 25","topic 26","topic 27","topic 28","topic 29","topic 30","doc"
0.177356129022408,0.0337457978648467,5.82335900393674e-05,0.00343008463910319,1.32043231815264e-05,5.69905690358716e-05,5.06318117482438e-05,0.000507260487490879,2.98107127396329e-05,3.489613768566e-05,1.54842196998706e-05,3.03780495718767e-05,0.00050941479199126,0.0129577053487518,0.00148499876650632,4.31755090107804e-05,0.0742921452960023,1.86616358013078e-05,0.00663148708128397,0.47050468352362,4.14682919577519e-05,0.160075078127533,1.32540909995533e-05,1.48457402710946e-05,1.55143116274396e-05,0.00222437056281672,0.0210352632990621,2.60145773679894e-05,0.0244711283676808,0.0103118892501654,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1007.txt"
0.000128945057425863,0.000289671423444052,0.000461266947267369,8.16487660023976e-05,0.000104591144742355,0.0043211315693176,0.00040105343366157,0.000148288264845678,0.000236129980170879,0.00221126679757226,0.000122650153407134,0.358188850943455,0.000165352461981785,9.0360550461786e-05,0.000153509893196091,0.141586427787429,0.000270393991792849,0.000147818394353937,0.000286766313203904,0.218964312084347,0.000328469401024618,0.265696031045102,0.000104985354501326,0.000117592772318223,0.000122888510883597,0.000205491294484281,0.000222289762936723,0.000206060877903478,0.000349725180160193,0.00428602984260794,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1008.txt"
0.00575642667685084,0.15443277903358,0.00423399377043462,4.33260962173871e-06,5.55002386742852e-06,2.39542015156022e-05,0.000123952645837509,0.00113725140522882,0.00124458378635265,1.4667498998165e-05,6.50830699319907e-06,1.27684621053294e-05,8.77426203525759e-06,0.0123253327569331,0.290054141425418,1.81474735360504e-05,1.43481851332283e-05,7.84383437747276e-06,1.52169658968427e-05,0.0575131244704873,1.74298982949017e-05,0.157941172149336,0.000210913239965575,0.00247034751520068,6.52095519287799e-06,1.09041887986402e-05,1.17955826262626e-05,1.09344131697265e-05,0.00227732309012234,0.310088961172089,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1009.txt"
7.15683431344916e-06,0.000553028748538739,2.56016878953355e-05,0.0789363467910218,5.80511970383501e-06,2.50552088656666e-05,0.000451820556933661,8.23043987350634e-06,1.31059164132185e-05,1.53416614908502e-05,0.000543758571144283,0.00044291623732027,9.17755358250111e-06,0.000112405503930002,0.0200904922459562,1.89815861544684e-05,1.50076709975966e-05,0.00129688705521994,1.59163835454415e-05,0.0336312156738648,1.82310289909536e-05,0.192799912497035,5.82699951827708e-06,6.52674871562678e-06,0.000973332698878914,1.14053782040134e-05,1.23377431804914e-05,0.000655778339056675,0.00420762954528044,0.665090767574374,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc101.txt"
2.12453849237011e-05,4.7727156164971e-05,7.59997633326134e-05,1.34527022353182e-05,0.00161119634537582,0.00103075566740787,0.209512894017717,2.44324313719858e-05,3.89055030173653e-05,0.00227709143354514,0.0108591606028751,0.0660297383916672,0.0462521879790362,1.48880826826722e-05,2.5292762946128e-05,5.63476932190882e-05,0.360917906848541,2.43550140621594e-05,4.72485012515539e-05,5.36576116401352e-05,5.41196304824467e-05,0.170656398104892,1.72977104532625e-05,1.93749474545172e-05,2.02474896559998e-05,3.38573787700104e-05,3.66251461860353e-05,3.39512250889664e-05,0.000695207232593774,0.12949843724141,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1010.txt"
7.96373180709252e-05,0.0718776661111224,0.000284881509446428,5.04268164909693e-05,6.45961809434849e-05,0.000278800591208172,0.00024769324623634,9.15838105736672e-05,0.000145835433419086,0.000170713575635997,7.5749543823714e-05,0.000148610872354327,0.00010212277129137,5.58072720416332e-05,9.48087226881087e-05,0.000211216656397003,0.00016699711302432,0.228332356243233,0.000177108766730173,0.000201133013144165,0.000202864868868694,0.201139982425792,6.4839647491087e-05,7.26260719014568e-05,7.5896754973537e-05,0.000126912779026523,0.000137287623956277,0.00132224394298929,0.00738586889119403,0.486613731425931,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1011.txt"
8.39247520478175e-06,1.88534581109151e-05,0.00103747265614924,5.31416448102422e-06,6.80738452805477e-06,0.000533106432120677,0.375805247028909,9.65144078200122e-06,0.00328958374089653,0.000143921776764901,0.000133914115763297,1.56611635299409e-05,0.0180189449240952,5.88117679250314e-06,0.00252861826578968,0.193956535624207,1.75987735935375e-05,0.00290604187656103,0.157055056071179,2.11961410374481e-05,0.000902898090544234,0.0121298183875122,6.83304193357067e-06,7.65360414461521e-06,7.9982808269802e-06,0.119522224351901,0.0419496069588276,0.0694015846840394,2.2762096985918e-05,0.000530821812787941,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1012.txt"
1.75569447157893e-05,3.94411795898053e-05,0.0106006725196256,1.11171602807708e-05,0.00660040794312739,6.14647339355634e-05,5.4606768987032e-05,2.0190683690166e-05,0.0896040220846018,0.00530656932197194,1.66998410465652e-05,0.216849380144203,2.25141164119686e-05,0.00132953673971141,2.09016519281484e-05,0.170496566708927,3.68163965347652e-05,0.013192460680279,3.9045624607724e-05,0.212909259050339,0.116488156172363,0.0351229432893701,0.00133152802872339,1.60112364427343e-05,0.00923736607676625,0.0585131421949166,3.02666046816865e-05,0.0450774390956068,4.76179992965006e-05,0.00690629900731943,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1013.txt"
0.00305496927031983,5.04449254134171e-05,0.0745453957149799,1.42187512393124e-05,1.82140593390326e-05,7.86128597364886e-05,6.98415822565951e-05,0.00238444577935877,0.0135189613368686,4.81357744559679e-05,2.13589513491034e-05,0.63181567244278,2.87953589360778e-05,0.0741438580882898,2.67330308955868e-05,5.95563492580606e-05,0.00341654795166199,2.57418829557264e-05,4.99390140341045e-05,5.67130840080374e-05,0.0158936638863686,0.130169279323096,1.82827091273068e-05,2.04782320541722e-05,2.14004601903241e-05,0.045186550701611,3.87107239581571e-05,0.00138366857980281,0.00376730911767403,7.25000579809744e-05,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1014.txt"
0.00545932797836733,3.87972560679417e-05,6.17799700641385e-05,1.09356595986014e-05,1.40084561216376e-05,6.04612500550654e-05,0.23354390391148,1.98610470949673e-05,3.1626161797686e-05,0.0153266118856517,1.64271965523309e-05,0.261769287481487,2.21465470521671e-05,0.18841095614659,2.05604079424889e-05,0.0422865382176505,3.62153256751827e-05,1.97981148057891e-05,0.0837424380567015,0.163046202642446,4.39936784599567e-05,0.000342300391860829,1.40612547608041e-05,1.57498342264004e-05,1.64591210547209e-05,0.00546958022874427,2.97724668571037e-05,2.75988447550478e-05,4.68405796014004e-05,5.57598864777061e-05,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1015.txt"
2.47024998481717e-05,0.0423116063498845,0.164664806329516,1.56417676647844e-05,2.00369272672867e-05,8.6480455756388e-05,0.000818166660215464,2.84081523787145e-05,4.52363271285029e-05,0.0171036654315193,2.34965609105253e-05,0.0411902071458148,3.16772061569582e-05,1.73107176701701e-05,2.9408479774803e-05,6.55167646144424e-05,0.00524114761156086,0.322138511954991,0.00376161349258101,6.23889446180383e-05,0.216162170098117,0.129481952294962,2.01124475447252e-05,0.00521187489513245,2.35422239676728e-05,0.0126420670899288,4.25849035613609e-05,3.94758737305725e-05,6.6998195838379e-05,0.038629192197345,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1016.txt"
2.64264987622424e-05,0.0131450782885122,0.454129083321851,1.67334138801058e-05,2.14353137084336e-05,0.0028682730379638,8.21934417637072e-05,3.03907705004704e-05,4.83933913659452e-05,5.6648845095773e-05,2.51363967871821e-05,4.93143808638778e-05,3.38879730571118e-05,1.85188406799296e-05,3.1460911209186e-05,0.0769982137523494,0.0432779185549483,0.0599073398646472,0.105141002975266,6.67430979803537e-05,6.7317789397258e-05,0.0833999530629363,2.15161045810383e-05,2.40999175474629e-05,0.000818258695580618,4.21141806266027e-05,0.0254239072882108,4.22309132553894e-05,0.102378148937837,0.0318082600388347,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1017.txt"
2.61568230974654e-05,0.0471575807871724,9.35691385248901e-05,0.0121837578782286,0.188808987636756,0.000484062033588787,0.00282878585843996,3.00806404559445e-05,4.7899549177283e-05,0.00123354126371461,2.48798862832871e-05,4.88111402128108e-05,3.35421549544437e-05,1.8329860644542e-05,3.1139860652275e-05,6.9373967512243e-05,5.48500884883431e-05,2.99853260671921e-05,0.00751548445643824,0.00438345385560228,6.66308285641051e-05,0.30116590173401,2.12965382336949e-05,0.00394875566939115,0.0620383748660873,4.16844161784555e-05,4.50920269577325e-05,4.17999575806045e-05,0.0836713485135968,0.283854843243389,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1018.txt"
3.26709133365282e-05,7.33942824978045e-05,0.000116871578950141,0.239746015766815,2.65003428115918e-05,0.000114376904875461,0.000101615232379168,3.75719174221375e-05,5.98284437753998e-05,7.00346090259507e-05,3.10759684215136e-05,6.09670572686788e-05,4.1895486831626e-05,2.289472564604e-05,0.0108240835222743,0.122155376327539,6.85099440718093e-05,3.74528659561758e-05,7.26582123700796e-05,8.25140700455971e-05,0.00351487547452988,0.1462475890568,2.66002240565876e-05,2.97945756906552e-05,3.11363612478234e-05,5.2065495239063e-05,5.63217367573675e-05,5.22098110499825e-05,0.00597144029496934,0.470241658797345,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1019.txt"
1.7310680880338e-05,0.00601317071501304,6.19243969811253e-05,1.09612245770144e-05,1.4041204569513e-05,0.0291527621218647,0.379810423229785,1.99074775124162e-05,3.17000962628505e-05,3.71078321239336e-05,1.64655994416545e-05,3.23033905333587e-05,0.00184045829091064,1.21307685958804e-05,2.06084732997243e-05,0.0296575743210587,3.62999885170312e-05,0.00209785579294156,0.0384817087526741,0.000563222922280539,4.40965252457399e-05,0.00138210630640946,1.40941266393751e-05,1.57866536032634e-05,1.64975985759592e-05,0.497971067386903,0.00132859918959759,2.76633643081688e-05,0.0112162613290269,5.58902398671161e-05,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc102.txt"
0.0255977460520305,7.81038683566057e-05,0.000124371028727251,0.00628233620458125,2.82008245863485e-05,0.0580296884372094,0.000108135708432137,0.661025574993379,0.00267213474739737,7.45286103714255e-05,3.30700602832454e-05,0.0110204415101228,4.458384872597e-05,2.43638411203543e-05,0.00317155140399611,0.0230467225716056,0.0444168487564895,3.98561524503801e-05,7.73205658649059e-05,8.78088571082065e-05,0.141989181403141,0.00016740128837744,2.83071150403859e-05,3.17064427675749e-05,3.31343284141577e-05,0.00109879333501097,5.99358064907089e-05,0.0198799108556028,9.42961135325715e-05,0.000633945268783765,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1020.txt"
3.28804626950304e-05,0.00056724521901321,0.000117621186533616,2.08201016636923e-05,2.66703144857552e-05,0.502869523928172,0.000102266986633473,3.78129015388779e-05,0.0207821801519925,7.04838069789791e-05,3.1275287895092e-05,6.13580964664147e-05,0.368597165990158,2.30415710991436e-05,3.91443954294583e-05,8.72066207082156e-05,6.89493629115396e-05,3.76930864836629e-05,7.31242379640149e-05,0.00205656406978371,0.0247527678454349,0.00755901896278998,2.677083636331e-05,2.99856763849796e-05,3.13360680775152e-05,5.23994403300698e-05,5.66829811366006e-05,0.00942676828816466,0.0346257917784507,0.0277354503442602,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1021.txt"
1.38758178194528e-05,0.0858138481573625,0.059597805735807,0.0291582394373328,1.12550856849038e-05,4.85775551622036e-05,0.000667788624744069,1.5957346398829e-05,2.5410020763657e-05,2.97447293833127e-05,1.3198421235989e-05,2.58936066749772e-05,1.77936299712489e-05,9.72372699895148e-06,0.0110516693829764,3.68018903146459e-05,2.90971817337734e-05,1.59067834887626e-05,0.00128012129183698,0.109345494395835,3.53466946222648e-05,0.180585210051779,1.12975067199348e-05,1.26541948807165e-05,1.32240709583229e-05,2.21129822473948e-05,2.39206706733425e-05,2.21742752966634e-05,0.00774141809251488,0.514324438638781,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1022.txt"
0.00148642736415728,0.0256434595689575,0.42909791043386,0.000941214517705866,0.00120568513983529,0.00520380191038045,0.00462318455770626,0.00170940817003978,0.0027220125457365,0.00318636207754369,0.00141386221296053,0.00277381600271902,0.00190611745131694,0.00104164050587157,0.00176960102597748,0.00394235046382023,0.00311699445118861,0.00170399168979248,0.0702184557105396,0.003754139664857,0.00378646468285195,0.0517654831196956,0.00121022943323164,0.00135556273416235,0.00141660990319805,0.00236882195653879,0.0694751956695822,0.292330541022176,0.00403149285519401,0.00479916315840337,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1023.txt"
3.43551246961164e-05,7.71778156680699e-05,0.141372058239205,2.17538662845543e-05,2.78664563920885e-05,0.609966106900225,0.121766715598962,3.95087794091919e-05,6.29126472561867e-05,0.00368220017781977,3.26779591123339e-05,0.00109512573701391,0.00674565780119631,2.40749668168493e-05,4.08999897174921e-05,9.11177666976837e-05,7.20416857425107e-05,3.93835907462293e-05,7.64038005445074e-05,8.67677354593908e-05,8.75148490088309e-05,0.000165416464623788,2.79714865940694e-05,3.13305095751911e-05,3.27414652364895e-05,5.47495125978972e-05,5.92251667246109e-05,0.0985169082427713,0.0155584147721584,0.000110920891743291,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1024.txt"
4.60932810132224e-05,0.0312274410235249,0.00500638114729979,2.91865356521723e-05,3.73876216920978e-05,0.000161366986087676,0.000143362366794935,5.30077910619012e-05,8.44080862728744e-05,9.88073054840206e-05,4.38430762695986e-05,0.000777656566310964,5.91076358295988e-05,3.23006893640669e-05,0.00973786351129417,0.00012225008242128,9.66562541969519e-05,5.2839829039564e-05,0.000794150861769044,0.0340068758778871,0.000117416151560346,0.384083291023481,3.75285376881129e-05,4.20352420464359e-05,4.39282806067289e-05,7.34558436866077e-05,7.94606998821645e-05,7.36594495411133e-05,0.119779094838515,0.413059143403727,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1025.txt"
1.53067960003802e-05,3.43862841609664e-05,0.156238918961399,9.69235292791303e-06,1.24157943544128e-05,5.35872362076306e-05,0.0992704881896098,1.76029873851363e-05,0.0613532827032277,3.28122284885142e-05,1.45595412115562e-05,0.000487929134285251,1.96286422623916e-05,1.07265104999922e-05,1.82228358814273e-05,0.00187805791707435,0.0937425956614363,1.75472100493682e-05,0.101553747331917,3.8659036689277e-05,3.89919103083238e-05,7.37006808008081e-05,0.0025389711082183,1.3959190161508e-05,1.45878361252211e-05,0.468576882241257,0.0138073431022799,2.4461052518754e-05,4.15151390504913e-05,4.94203842108813e-05,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1026.txt"
1.10467569754264e-05,0.0106334281145009,0.00103407422511312,6.99487125274672e-06,8.96035087203504e-06,3.86733562893085e-05,3.43583531176981e-05,1.27038946413258e-05,2.02293174909763e-05,2.36802472526436e-05,1.0507470892914e-05,2.06143078467596e-05,1.41657888969604e-05,0.000339260333602066,0.0197385389612097,2.92985641518191e-05,0.000188924285118231,1.26636407127472e-05,2.45673454566018e-05,0.0449487407895688,0.000193899620697888,0.192168519921979,0.00448450226295898,0.00299374629708069,1.0527891040598e-05,1.76044932318463e-05,1.90436224412786e-05,1.76532895931392e-05,0.0159428788793729,0.707000192746641,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1027.txt"
2.76891727570241e-05,0.0852363178769746,0.00591581954017989,0.00167946689637986,2.24595058813406e-05,0.210331581101088,8.61206938143997e-05,0.00127829332222675,0.00877585889380832,0.22483592228856,2.63374289341662e-05,5.16706516224751e-05,3.55071607784991e-05,1.94036820185583e-05,3.29641324566687e-05,0.108514628347287,5.80633806419312e-05,3.1741961573714e-05,6.15791108686974e-05,0.3341186560586,7.0534273836716e-05,0.018414594026731,2.25441569903987e-05,2.52514260933866e-05,2.63886129149675e-05,4.41264214901078e-05,4.77336609168729e-05,4.42487316740614e-05,7.50986592603951e-05,8.93988236401406e-05,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1028.txt"
2.0931758984519e-05,0.0424487238135174,0.00164531122733772,0.0716250161545758,1.69783679759935e-05,0.199832405245801,6.51033392120854e-05,2.40717580180758e-05,3.83311771123749e-05,4.4870112494443e-05,1.99099019519106e-05,3.9060669519653e-05,2.68418034067692e-05,1.46683037080506e-05,2.49193893140673e-05,0.536829644524716,4.38932827675389e-05,2.39954835482869e-05,4.65510153912985e-05,0.102759208442854,5.33207125057096e-05,0.0145487713896087,1.7042360375771e-05,1.90889330512079e-05,1.99485947203585e-05,0.0295575050822421,3.60844830767752e-05,3.34500346001543e-05,5.67711809050107e-05,6.75814567071256e-05,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1029.txt"
1.57555234140051e-05,0.00665503864523733,5.63612311542546e-05,9.97648975584059e-06,0.0045046812648816,0.0109302881104306,0.310463038724025,0.00190944597399174,2.8852222067293e-05,3.37741375924544e-05,1.4986362426869e-05,2.94013175690953e-05,0.342586796987261,1.10409642441829e-05,1.87570486594496e-05,0.168842717150691,3.30388690636548e-05,1.8061616472606e-05,3.5039368334298e-05,0.0154068237767373,0.0336111882547369,0.0785659294772175,1.28279380690825e-05,0.00356060643369333,0.0160912945196544,0.00144360375474654,2.71611152421009e-05,2.51781421586114e-05,4.27321789177465e-05,0.00501560240155507,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc103.txt"
7.86040851952688e-05,0.000176581853555126,0.476789266454705,4.97725673791803e-05,6.37580952393277e-05,0.014428888746356,0.000244479617107575,9.03955811574238e-05,0.224244278484584,0.000168498698453533,7.47667518250566e-05,0.000146682760726312,0.000100797806975553,5.5083215662402e-05,9.35786525205888e-05,0.0131827062128777,0.026113290313974,9.01091511003061e-05,0.000174810916868006,0.00137799891536202,0.000200232853415283,0.128941294603258,6.3998402995961e-05,7.16838045456986e-05,7.49120530235736e-05,0.0956627774857788,0.000135506422756532,0.000125613397872574,0.000213190240905882,0.016766441853823,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1030.txt"
2.12250857154553e-05,0.0134241826846915,0.24626724556697,1.34398486577001e-05,1.72162939514796e-05,7.43064506597631e-05,0.168864720400657,2.44090870544245e-05,0.000675844574487174,0.410258200222591,2.01889089124406e-05,0.000358096167473996,2.72179504114985e-05,1.48738576501844e-05,0.0012992210851956,0.0172546524508793,0.0261605343962481,2.4331743714079e-05,4.72033569922405e-05,0.0653436713835932,5.4067921103996e-05,0.0166635790011774,1.72811831073035e-05,1.93564353826228e-05,0.00766394307540032,3.38250292510547e-05,3.6590152163939e-05,0.00863309808383979,0.0163004609719999,0.000387016630067421,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1031.txt"
1.30345029856693e-05,2.92816421902439e-05,0.00650097290526472,0.365167734597871,1.0572670373214e-05,4.56322139737655e-05,4.05407720375807e-05,1.49898248870998e-05,0.0651540821137516,0.0107851836005121,1.23981781286751e-05,2.43236325171101e-05,0.00079905966926632,9.13416061300412e-06,1.55176569085997e-05,3.45705280529148e-05,2.73329692792399e-05,0.00549135661268434,2.89879770521235e-05,3.2920104843428e-05,0.00805223876641423,0.211491468464367,1.06125193475202e-05,0.00314126654058182,0.271877274277556,0.00021635845835143,2.24703190376127e-05,2.08298106331588e-05,0.000817697116823813,0.0501121573936955,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1032.txt"
1.13981773535023e-05,2.56056829518657e-05,4.0773974413753e-05,7.21739269552856e-06,9.24539832063445e-06,0.00072403450869204,0.229561359015107,1.31080320246159e-05,2.08728542698436e-05,0.0214035233241643,1.0841735455991e-05,2.12700919717653e-05,1.46164321853922e-05,7.98747622037158e-06,1.35696010618495e-05,3.02306125814366e-05,2.39016425701181e-05,0.513795351582456,0.00413013411765338,0.000199820098296564,0.0149088817261174,0.0539301872680806,9.28024473380399e-06,1.03946851560692e-05,1.08628052111603e-05,1.81645288767991e-05,0.10349444387267,0.000873378467906509,0.0063591247401932,0.0503204199106084,"//users//emily//dropbox//jstor//topicmodeling//cleantext/doc1033.txt"
