doc,year,authors,title,journal,topic,pct,firsttop,firstpct,secondtop,secondpct
172451,2000,Melissa Leach,Challenging Neo-Malthusian Deforestation Analyses In West Africa'S Dynamic Forest Landscapes,Population and Development Review,topic 25,0.576904550397,topic 22,0.175323457093,topic 30,0.0722949305273
2695208,2001,Paul E. Waggoner,How Much Will Feeding More And Wealthier People Encroach On Forests?,Population and Development Review,topic 25,0.575867016048,topic 29,0.183462348215,topic 22,0.118801075786
3092782,2002,Vaclav Smil,Eating Meat,Population and Development Review,topic 25,0.569993621567,topic 22,0.11926335074,topic 23,0.118004698083
3401431,2004,,Abrupt Climate Change,Population and Development Review,topic 25,0.61900125038,topic 22,0.149322358927,topic 7,0.0791904773326
3401377,2005,,Environmental Degradation And Human Well-Being,Population and Development Review,topic 25,0.610050126425,topic 30,0.136099129046,topic 29,0.105551081429
20058948,2006,J. R. Mcneill,Population And The Natural Environment,Population and Development Review,topic 25,0.397909027009,topic 22,0.231064803426,topic 2,0.180769853863
25434623,2007,,Projected Regional Effects Of Climate Change From The Fourth Ipcc Assessment,Population and Development Review,topic 25,0.550161192996,topic 2,0.153014210435,topic 29,0.142004924409
25434697,2008,,The International Food Policy Research Institute On The World Food Situation,Population and Development Review,topic 25,0.540103294288,topic 2,0.173303440326,topic 29,0.152453167421
25593700,2009,,Fao'S Director-General On How To Feed The World In 2050,Population and Development Review,topic 25,0.463235837597,topic 30,0.20545037067,topic 2,0.112741346627
25749238,2010,,The National Research Council On Hazards From Near-Earth Objects,Population and Development Review,topic 25,0.479479313666,topic 22,0.210885535687,topic 2,0.076124381476
