source,target,scount,tcount,sfield,tfield,slast,tlast,weight
Charles F. Westoff,Joan M. Herold,16,5,famplan,demography,Westoff,,1
Charles F. Westoff,Roger W. Rochat,16,6,famplan,demography,Westoff,,1
Charles F. Westoff,Jack C. Smith,16,13,famplan,famplan,Westoff,,1
Charles F. Westoff,Elise F. Jones,16,7,famplan,demography,Westoff,,1
Charles F. Westoff,Jacqueline Darroch Forrest,16,18,famplan,demography,Westoff,,1
Charles F. Westoff,Stanley K. Henshaw,16,20,famplan,famplan,Westoff,,1
Charles F. Westoff,Richard Lincoln,16,9,famplan,famplan,Westoff,,1
Charles F. Westoff,Jeannie I. Rosoff,16,3,famplan,famplan,Westoff,,1
Charles F. Westoff,Deirdre Wulf,16,7,famplan,famplan,Westoff,,1
Charles F. Westoff,Robert J. Lapham,16,2,famplan,demography,Westoff,,1
Arleen Leibowitz,Marvin Eisen,3,2,economics,demography,,,1
Marvin Eisen,Winston K. Chow,2,1,demography,demography,,,1
Gail L. Zellman,Marvin Eisen,1,2,famplan,demography,,,1
Alfred L. Mcalister,Marvin Eisen,1,2,famplan,demography,,,1
C. Matthew Snipp,Gary D. Sandefur,1,6,sociology,statistics,,,1
E. Michael Foster,Saul D. Hoffman,2,4,demography,famplan,,,2
E. Michael Foster,Frank F. Furstenberg Jr.,2,7,demography,demography,,,2
Ansley J. Coale,Wang Feng,16,3,general,general,Coale,,1
Nancy E. Riley,Wang Feng,2,3,general,general,,,1
Lin Fu De,Wang Feng,1,3,general,general,,,1
Griffith Feeney,Wang Feng,8,3,general,general,,,1
James Lee,Wang Feng,1,3,demography,general,,,1
Cameron Campbell,Wang Feng,3,3,demography,general,,,1
Howard Wineberg,James Mccarthy,4,10,famplan,demography,,,1
Kim Streatfield,Masri Singarimbun,3,1,famplan,demography,,,1
Ian Diamond,Masri Singarimbun,3,1,demography,demography,,,1
Bhakta B. Gubhaju,Robert D. Retherford,3,8,demography,famplan,,,2
Minja Kim Choe,Robert D. Retherford,7,8,demography,famplan,,,2
Robert D. Retherford,Shyam Thapa,8,9,famplan,demography,,,2
Norman Y. Luther,Robert D. Retherford,4,8,eugenics,famplan,,,1
K. H. W. Gaminiratne,Robert D. Retherford,3,8,demography,famplan,,,1
Robert D. Retherford,Soma De Silva,8,2,famplan,demography,,,1
Naohiro Ogawa,Robert D. Retherford,5,8,famplan,famplan,,,3
J. R. Rele,Robert D. Retherford,2,8,demography,famplan,,,1
J. Mayone Stycos,Roger Avery,2,2,demography,demography,,,1
Hussein Abdel-Aziz Sayed,Roger Avery,1,2,demography,demography,,,1
Frances Goldscheider,Roger Avery,4,2,demography,demography,,,1
Alden Speare Jr.,Roger Avery,5,2,economics,demography,,,1
Ali Kouaouci,Douglas S. Massey,2,29,demography,demography,,Massey,2
Ali Kouaouci,Joaquin Arango,2,2,demography,demography,,,2
Ali Kouaouci,Graeme Hugo,2,3,demography,demography,,,2
Adela Pellegrino,Ali Kouaouci,2,2,demography,demography,,,2
Ali Kouaouci,J. Edward Taylor,2,6,demography,economics,,,2
Mark D. Hayward,William R. Grady,7,12,famplan,demography,,,5
Francesca A. Florey,Mark D. Hayward,1,7,famplan,famplan,,,1
Mark D. Hayward,Melissa A. Hardy,7,2,famplan,demography,,,1
David Sommers,Mark D. Hayward,1,7,demography,famplan,,,1
Mark D. Hayward,Steven D. Mclaughlin,7,4,famplan,demography,,,1
Junichi Yagi,Mark D. Hayward,1,7,famplan,famplan,,,1
Eileen M. Crimmins,Mark D. Hayward,4,7,demography,famplan,,,1
Mark D. Hayward,Yasuhiko Saito,7,3,famplan,demography,,,1
David E. Moore,Mark D. Hayward,2,7,demography,famplan,,,1
Daniel T. Lichter,David J. Landry,12,1,demography,sociology,,,1
David J. Landry,Diane K. Mclaughlin,1,3,sociology,demography,,,1
David J. Landry,George Kephart,1,3,sociology,sociology,,,1
Carol S. Weisman,J. Courtland Robinson,3,1,famplan,famplan,,,1
Constance A. Nathanson,J. Courtland Robinson,4,1,demography,famplan,,,1
J. Courtland Robinson,Margaret Ensminger,1,1,famplan,famplan,,,1
J. Courtland Robinson,Martha A. Teitelbaum,1,1,famplan,famplan,,,1
J. Courtland Robinson,Stacey Plichta,1,1,famplan,famplan,,,1
Aphichat Chamratrithirong,John Knodel,6,13,demography,famplan,,,2
John Knodel,Peerasit Kamnuansilpa,13,7,famplan,demography,,,3
John Knodel,Peter Mcdonald,13,3,famplan,demography,,,1
John Knodel,Siriwan Siriboon,13,2,famplan,demography,,,2
Chanpen Saengtienchai,John Knodel,1,13,famplan,famplan,,,1
John Knodel,Napaporn Chayovan,13,4,famplan,demography,,,4
John Knodel,Malinee Wongsith,13,1,famplan,demography,,,1
Anthony Pramualratana,John Knodel,1,13,demography,famplan,,,1
John Knodel,Napaporn Havanon,13,3,famplan,demography,,,3
John Knodel,Werasit Sittitrai,13,2,famplan,demography,,,2
John Knodel,Kua Wongboonsin,13,2,famplan,famplan,,,1
D. S. Gates,Kanchana Kanchanasinith,1,2,famplan,famplan,,,1
D. S. Gates,Pattaka Piyapinyo,1,1,famplan,famplan,,,1
D. S. Gates,Pichit Pitaktepsombati,1,1,famplan,famplan,,,1
D. S. Gates,Suvathana Vibulsresth,1,1,famplan,famplan,,,1
Barbara Janowitz,D. S. Gates,16,1,famplan,famplan,,,1
D. S. Gates,Mark Robbins,1,1,famplan,famplan,,,1
Dawn M. Upchurch,James Mccarthy,2,10,demography,demography,,,1
Dawn M. Upchurch,Nan Marie Astone,2,4,demography,sociology,,,1
Linda D. Winges,Steven D. Mclaughlin,2,4,famplan,demography,,,2
Diane L. Manninen,Linda D. Winges,1,2,famplan,famplan,,,1
Linda D. Winges,William R. Grady,2,12,famplan,demography,,,1
John O. G. Billy,Linda D. Winges,10,2,sociology,famplan,,,1
Linda D. Winges,Nancy S. Landale,2,14,famplan,sociology,,,1
Selma Taffel,Stephanie J. Ventura,1,1,pubh,pubh,,,1
Selma Taffel,William D. Mosher,1,15,pubh,pubh,,,1
Arline T. Geronimus,H. Frank Andersen,6,1,pubh,pubh,,,1
H. Frank Andersen,John Bound,1,4,pubh,pubh,,,1
Alan H. Bittles,Jennifer Greene,3,1,general,general,,,1
Jennifer Greene,William M. Mason,1,8,general,statistics,,,1
Jennifer Greene,N. Appaji Rao,1,1,general,general,,,1
Ansley J. Coale,Nancy E. Riley,16,2,general,general,Coale,,1
Nancy E. Riley,Wang Feng,2,3,general,general,,,1
Lin Fu De,Nancy E. Riley,1,2,general,general,,,1
Anthony Bennett,Donald Weeden,1,1,famplan,famplan,,,1
Donald Lauro,Donald Weeden,2,1,famplan,famplan,,,1
Donald Weeden,Mechai Viravaidya,1,3,famplan,famplan,,,1
Robert L. Davis,Steven D. Helgerson,1,2,pubh,pubh,,,1
Patti Waller,Robert L. Davis,1,1,pubh,pubh,,,1
Marjorie A. Koblinsky,Ruth Simmons,1,7,famplan,famplan,,,1
James F. Phillips,Marjorie A. Koblinsky,10,1,demography,famplan,,,1
Arline T. Geronimus,Marianne M. Hillemeier,6,1,pubh,demography,,,1
Marianne M. Hillemeier,Sanders Korenman,1,3,demography,demography,,,1
Abate Mammo,S. Philip Morgan,1,18,demography,sociology,,Morgan,1
Michael A. Koenig,Ruth S. Simmons,9,1,demography,famplan,,,1
James F. Phillips,Ruth S. Simmons,10,1,demography,famplan,,,1
Mehrab Ali Khan,Ruth S. Simmons,2,1,famplan,famplan,,,1
Jane T. Bertrand,Nlandu Mangani,8,2,famplan,famplan,,,2
Jane T. Bertrand,Matondo Mansilu,8,2,famplan,famplan,,,2
Evelyn G. Landry,Jane T. Bertrand,2,8,famplan,famplan,,,2
Jane T. Bertrand,Kashwantale Chibalonza,8,1,famplan,famplan,,,1
Chirwisa Chirhamolekwa,Jane T. Bertrand,1,8,famplan,famplan,,,1
Jane T. Bertrand,Roberto Santiso,8,2,famplan,famplan,,,1
Jane T. Bertrand,Stephen H. Linder,8,1,famplan,famplan,,,1
Jane T. Bertrand,Maria Antonieta Pineda,8,2,famplan,famplan,,,1
Jane T. Bertrand,Nellie Mathu,8,1,famplan,famplan,,,1
Jane T. Bertrand,Joseph Dwyer,8,1,famplan,famplan,,,1
Jane T. Bertrand,Margaret Thuo,8,1,famplan,famplan,,,1
Grace Wambwa,Jane T. Bertrand,1,8,famplan,famplan,,,1
Jane T. Bertrand,Jose David Araya Zelaya,8,1,famplan,famplan,,,1
Jane T. Bertrand,Mark E. Mcbride,8,1,famplan,famplan,,,1
Jane T. Bertrand,Jeffrey L. Tharp,8,1,famplan,famplan,,,1
Chibalonza Kashwantale,Jane T. Bertrand,1,8,famplan,famplan,,,1
Djunghu Balowa,Jane T. Bertrand,1,8,famplan,famplan,,,1
Jane T. Bertrand,Nancy C. Baughman,8,1,famplan,famplan,,,1
Chirhamolekwa Chirwisa,Jane T. Bertrand,1,8,famplan,famplan,,,1
Jane T. Bertrand,Victoria M. Ward,8,1,famplan,famplan,,,1
Francisco Puac,Jane T. Bertrand,1,8,famplan,famplan,,,1
Ronald Lee,Tim Miller,2,1,general,general,Lee,,1
John S. Moran,Thomas A. Peterman,1,1,pubh,pubh,,,1
Sevgi O. Aral,Thomas A. Peterman,5,1,pubh,pubh,,,1
Thomas A. Peterman,William C. Jenkins,1,1,pubh,pubh,,,1
E. Russell Alexander,Thomas A. Peterman,1,1,pubh,pubh,,,1
George P. Cernada,Hui-Sheng Lin,1,1,famplan,famplan,,,1
Hui-Sheng Lin,Ming-Cheng Chang,1,6,famplan,demography,,,1
Hui-Sheng Lin,Te-Hsiung Sun,1,5,famplan,demography,,,1
Ching-Ching Chen Cernada,Hui-Sheng Lin,1,1,famplan,famplan,,,1
Cheryl Lettenmaier,Dale Huntington,2,5,famplan,famplan,,,1
Dale Huntington,Isaac Obeng-Quaidoo,5,1,famplan,famplan,,,1
Barbara Mensch,Dale Huntington,6,5,demography,famplan,,,1
Dale Huntington,Nahid Toubia,5,1,famplan,famplan,,,1
Dale Huntington,Young-Mi Kim,5,2,famplan,famplan,,,1
Dale Huntington,Jose Rimon,5,1,famplan,famplan,,,1
Dale Huntington,Kim Winnard,5,2,famplan,famplan,,,2
Carol Corso,Dale Huntington,1,5,famplan,famplan,,,1
Dale Huntington,I.V. Mako,5,1,famplan,famplan,,,1
Dale Huntington,Sebioniga Lawal,5,1,famplan,famplan,,,1
Dale Huntington,Stella Babalola,5,1,famplan,famplan,,,1
Dale Huntington,Phyllis T. Piotrow,5,2,famplan,famplan,,,1
Dale Huntington,Jose G. Rimon,5,1,famplan,famplan,,,1
D. Lawrence Kincaid,Dale Huntington,2,5,famplan,famplan,,,1
Dale Huntington,Julie Convisser,5,1,famplan,famplan,,,1
Aristide Aplogan,Dale Huntington,1,5,famplan,famplan,,,1
Ellen Percy Kraly,Robert Warren,4,3,demography,demography,,,2
Ellen Percy Kraly,K. S. Gnanasekaran,4,1,demography,demography,,,1
Charles Hirschman,Ellen Percy Kraly,10,4,sociology,demography,Hirschman,,1
Michael J. White,Nazli Baydar,7,1,sociology,demography,,,1
Charles Simkins,Nazli Baydar,1,1,demography,demography,,,1
Nazli Baydar,Ozer Babakol,1,1,demography,demography,,,1
David E. Bloom,Sanders D. Korenman,10,2,sociology,demography,,,1
Richard B. Freeman,Sanders D. Korenman,3,2,economics,demography,,,1
Arline T. Geronimus,Sanders D. Korenman,6,2,pubh,demography,,,1
Abdallah M. Abdel-Aziz,Charles W. Warren,1,12,famplan,demography,,,1
Abdallah M. Abdel-Aziz,Fahad Hiyari,1,1,famplan,famplan,,,1
Abdallah M. Abdel-Aziz,Phyllis A. Wingo,1,1,famplan,famplan,,,1
Abdallah M. Abdel-Aziz,Leo Morris,1,12,famplan,pubh,,,1
Robert Snowden,Rodney Phillips,1,1,famplan,famplan,,,1
Kathy I. Kennedy,Rodney Phillips,1,1,famplan,famplan,,,1
Federico Leon,Rodney Phillips,1,1,famplan,famplan,,,1
Rodney Phillips,Virginia C. Orense,1,1,famplan,famplan,,,1
Harin W. Perera,Rodney Phillips,1,1,famplan,famplan,,,1
Ian Askew,Rodney Phillips,5,1,famplan,famplan,,,1
Anna Flynn,Rodney Phillips,1,1,famplan,famplan,,,1
Lawrence J. Severy,Rodney Phillips,2,1,famplan,famplan,,,1
James M. Harper,Judith A. Fortney,1,5,famplan,demography,,,1
James M. Harper,Malcolm Potts,1,5,famplan,demography,,,1
Glenn V. Fuguitt,Tim B. Heaton,3,7,sociology,sociology,,,2
Daniel T. Lichter,Glenn V. Fuguitt,12,3,demography,sociology,,,2
David L. Brown,Glenn V. Fuguitt,1,3,demography,sociology,,,1
Christine Winquist Nord,Kristin Anderson Moore,1,1,famplan,famplan,,,1
Christine Winquist Nord,James L. Peterson,1,3,famplan,sociology,,,1
M. Margaret Dolcini,Ron Stall,3,1,famplan,famplan,,,1
Joseph A. Catania,Ron Stall,4,1,famplan,famplan,,,1
Ron Stall,Thomas J. Coates,1,1,famplan,famplan,,,1
Esther S. Hudes,Ron Stall,1,1,famplan,famplan,,,1
John H. Gagnon,Ron Stall,3,1,general,famplan,,,1
Lance M. Pollack,Ron Stall,2,1,famplan,famplan,,,1
Thalia Barreto,Wendy J. Graham,1,1,famplan,famplan,,,1
Oona M. R. Campbell,Wendy J. Graham,1,1,famplan,famplan,,,1
J. Lynne Davies,Wendy J. Graham,1,1,famplan,famplan,,,1
Vincent Fauveau,Wendy J. Graham,4,1,demography,famplan,,,1
Veronique G. A. Filippi,Wendy J. Graham,1,1,famplan,famplan,,,1
Masuma Mamdani,Wendy J. Graham,1,1,famplan,famplan,,,1
Cleone I. F. Rooney,Wendy J. Graham,1,1,famplan,famplan,,,1
Nahid F. Toubia,Wendy J. Graham,1,1,famplan,famplan,,,1
Graziella Caselli,Riccardo Capocaccia,7,1,demography,demography,,,1
James Trussell,Linda G. Martin,24,5,demography,general,,,1
Linda G. Martin,Robert Feldman,5,1,general,demography,,,1
James A. Palmore,Linda G. Martin,3,5,demography,general,,,1
Linda G. Martin,Mercedes Concepcion,5,1,general,demography,,,1
Datin Noor Laily Bt. Dato Abu Bakar,Linda G. Martin,1,5,demography,general,,,1
Linda G. Martin,Noriko O. Tsuya,5,5,general,famplan,,,1
Alan Booth,Lynn K. White,2,3,sociology,sociology,,,1
Alan Booth,John N. Edwards,2,5,sociology,sociology,,,1
Alan Booth,David R. Johnson,2,2,sociology,demography,,,1
Ariawan Soejoenoes,Shyam Thapa,1,9,famplan,demography,,,1
Ariawan Soejoenoes,Mary V. Wonga,1,1,famplan,famplan,,,1
Ariawan Soejoenoes,Philip G. Lampe,1,1,famplan,famplan,,,1
Ariawan Soejoenoes,Harbandinah Pietojo,1,1,famplan,famplan,,,1
Arland Thornton,William G. Axinn,14,5,sociology,sociology,Thornton,,4
Daniel H. Hill,William G. Axinn,2,5,sociology,sociology,,,1
Marin E. Clarkberg,William G. Axinn,1,5,demography,sociology,,,1
Saad M. Gadalla,Thomas M. Mcdevitt,1,2,demography,demography,,,1
Donna B. Sulak,Mark R. Montgomery,1,5,demography,statistics,,,1
Donna B. Sulak,Paul P. L. Cheung,1,2,demography,demography,,,1
Shyam Thapa,Sriani Basnayake,9,1,demography,famplan,,,1
Sandor A. Balogh,Sriani Basnayake,1,1,famplan,famplan,,,1
Elizabeth Thomson,Paula Goldman,4,1,sociology,demography,,,1
Anne R. Pebley,Jane Menken,7,8,demography,general,Pebley,Menken,1
Howard I. Goldberg,Jane Menken,6,8,pubh,general,,Menken,1
Jane Menken,Ulla Larsen,8,7,general,general,Menken,,3
James F. Phillips,Jane Menken,10,8,demography,general,,Menken,1
James Trussell,Jane Menken,24,8,demography,general,,Menken,1
Jane Menken,Susan Cotts Watkins,8,8,general,sociology,Menken,,2
Charles W. Warren,Daniel Kraushaar,12,1,demography,demography,,,1
Daniel Kraushaar,J. Timothy Johnson,1,2,demography,demography,,,1
Daniel Kraushaar,Gugulethu Gule,1,1,demography,demography,,,1
Daniel Kraushaar,Ephraim Hlophe,1,1,demography,demography,,,1
Deborah L. Covington,Deborah S. Gates,4,2,famplan,famplan,,,1
Deborah S. Gates,E. O. Otolorin,2,3,famplan,famplan,,,1
Barbara Janowitz,Deborah S. Gates,16,2,famplan,famplan,,,1
Deborah S. Gates,Peter Lamptey,2,1,famplan,famplan,,,1
Deborah S. Gates,Douglas Nichols,2,3,famplan,famplan,,,1
Deborah S. Gates,Emile T. Woods,2,1,famplan,famplan,,,1
Deborah S. Gates,Joyce Sherman,2,1,famplan,famplan,,,1
John E. Anderson,Thomas E. Freese,7,1,famplan,famplan,,,1
Julia N. Pennbridge,Thomas E. Freese,1,1,famplan,famplan,,,1
Kathy I. Kennedy,Robert Snowden,1,1,famplan,famplan,,,1
Federico Leon,Kathy I. Kennedy,1,1,famplan,famplan,,,1
Kathy I. Kennedy,Virginia C. Orense,1,1,famplan,famplan,,,1
Harin W. Perera,Kathy I. Kennedy,1,1,famplan,famplan,,,1
Kathy I. Kennedy,Rodney Phillips,1,1,famplan,famplan,,,1
Ian Askew,Kathy I. Kennedy,5,1,famplan,famplan,,,1
Anna Flynn,Kathy I. Kennedy,1,1,famplan,famplan,,,1
Kathy I. Kennedy,Lawrence J. Severy,1,2,famplan,famplan,,,1
Peter Kunstadter,Prasit Leepreecha,1,1,eugenics,eugenics,,,1
Prasit Leepreecha,Sally Lennington Kunstadter,1,1,eugenics,eugenics,,,1
Chai Podhisita,Prasit Leepreecha,2,1,eugenics,eugenics,,,1
Mai Laoyang,Prasit Leepreecha,1,1,eugenics,eugenics,,,1
Cheng Sae Thao,Prasit Leepreecha,1,1,eugenics,eugenics,,,1
Prasit Leepreecha,Rasamee Sae Thao,1,1,eugenics,eugenics,,,1
Prasit Leepreecha,Wirachon Sae Yang,1,1,eugenics,eugenics,,,1
Mark D. Hayward,Melissa A. Hardy,7,2,famplan,demography,,,1
Melissa A. Hardy,William R. Grady,2,12,demography,demography,,,1
David Sommers,Melissa A. Hardy,1,2,demography,demography,,,1
Douglas Nichols,E. O. Otolorin,3,3,famplan,famplan,,,1
E. O. Otolorin,O. A. Ladipo,3,2,famplan,famplan,,,2
E. O. Otolorin,John M. Paxman,3,4,famplan,famplan,,,1
Deborah L. Covington,E. O. Otolorin,4,3,famplan,famplan,,,1
Barbara Janowitz,E. O. Otolorin,16,3,famplan,famplan,,,1
Deborah S. Gates,E. O. Otolorin,2,3,famplan,famplan,,,1
E. O. Otolorin,Peter Lamptey,3,1,famplan,famplan,,,1
E. O. Otolorin,Regina Mcnamara,3,2,famplan,famplan,,,1
E. O. Otolorin,G. Ebun Delano,3,1,famplan,famplan,,,1
E. O. Otolorin,Eugene Weiss,3,1,famplan,famplan,,,1
Gail Savina,Kathy Kennedy,1,2,famplan,famplan,,,1
Kathy Kennedy,Shyam Thapa,2,9,famplan,demography,,,1
Kathy Kennedy,Sushil Kumar,2,2,famplan,famplan,,,1
Jeanne Cushing,Kathy Kennedy,1,2,famplan,famplan,,,1
Kanchana Kanchanasinith,Mark Robbins,2,1,famplan,famplan,,,1
Mark Robbins,Pattaka Piyapinyo,1,1,famplan,famplan,,,1
Mark Robbins,Pichit Pitaktepsombati,1,1,famplan,famplan,,,1
Mark Robbins,Suvathana Vibulsresth,1,1,famplan,famplan,,,1
D. S. Gates,Mark Robbins,1,1,famplan,famplan,,,1
Barbara Janowitz,Mark Robbins,16,1,famplan,famplan,,,1
Sevgi O. Aral,Varda Soskolne,5,1,pubh,famplan,,,1
Lawrence S. Magder,Varda Soskolne,2,1,famplan,famplan,,,1
Deborah S. Reed,Varda Soskolne,2,1,famplan,famplan,,,1
G. Stephen Bowen,Varda Soskolne,3,1,pubh,famplan,,,1
Carol S. Weisman,Stacey B. Plichta,3,1,famplan,famplan,,,1
Doris E. Tirado,Stacey B. Plichta,1,1,famplan,famplan,,,1
Kitty Hsu Dana,Stacey B. Plichta,1,1,famplan,famplan,,,1
Deanna L. Pagnini,S. Philip Morgan,2,18,demography,sociology,,Morgan,1
Deanna L. Pagnini,Ronald R. Rindfuss,2,17,demography,sociology,,Rindfuss,1
A. K. M. Alauddin Chowdhury,Anne R. Pebley,1,7,demography,demography,,Pebley,1
A. K. M. Alauddin Chowdhury,Sandra L. Huffman,1,4,demography,demography,,,1
A. K. M. Alauddin Chowdhury,P. W. Stupp,1,1,demography,demography,,,1
Chirwisa Chirhamolekwa,Kashwantale Chibalonza,1,1,famplan,famplan,,,1
Chirwisa Chirhamolekwa,Jane T. Bertrand,1,8,famplan,famplan,,,1
A. Meredith John,Ansley J. Coale,5,16,eugenics,general,,Coale,1
A. Meredith John,Toni Richards,5,3,eugenics,statistics,,,1
A. Meredith John,Jane A. Menken,5,2,eugenics,demography,,Menken,1
A. Meredith John,James Trussell,5,24,eugenics,demography,,,1
Cecelia Maria Bessa Rodrigues,Karen Johnson Lassner,1,2,famplan,famplan,,,1
Barbara Janowitz,Cecelia Maria Bessa Rodrigues,16,1,famplan,famplan,,,1
Allan F. Abrahamse,Peter A. Morrison,1,2,famplan,demography,,,1
Allan F. Abrahamse,Linda J. Waite,1,15,famplan,demography,,Waite,1
J. Richard Udry,Naomi M. Morris,9,1,sociology,demography,Udry,,1
Luther M. Talbert,Naomi M. Morris,1,1,demography,demography,,,1
Paula Summerour,Sharon Ramirez,1,2,pubh,pubh,,,1
Liz Greeley,Sharon Ramirez,2,2,pubh,pubh,,,1
Marcy Cynamon,Sharon Ramirez,1,2,pubh,pubh,,,1
Emily Rosenbaum,Koray Tanfer,5,8,famplan,demography,,,1
Koray Tanfer,Marjorie C. Horn,8,5,demography,pubh,,,1
Koray Tanfer,William R. Grady,8,12,demography,demography,,,3
Daniel H. Klepinger,Koray Tanfer,4,8,famplan,demography,,,3
John O. G. Billy,Koray Tanfer,10,8,sociology,demography,,,3
Koray Tanfer,Lisa A. Cubbins,8,2,demography,sociology,,,1
Karin L. Brewster,Koray Tanfer,5,8,demography,demography,,,1
John Wooldredge,Robert Schoen,1,9,demography,demography,,,1
Charles Hirschman,Philip Guest,10,3,sociology,famplan,Hirschman,,3
Jooean Tan,Philip Guest,1,3,famplan,famplan,,,1
Aphichat Chamratrithirong,Philip Guest,6,3,demography,famplan,,,1
Ann L. Coker,Susan Harlap,1,2,famplan,famplan,,,1
Ann L. Coker,Judith A. Fortney,1,5,famplan,demography,,,1
John W. Mcdonald,V. C. Chidambaram,3,1,famplan,famplan,,,1
Michael D. Bracher,V. C. Chidambaram,1,1,famplan,famplan,,,1
Emily Rosenbaum,Koray Tanfer,5,8,famplan,demography,,,1
Emily Rosenbaum,Juxin Di,5,1,famplan,demography,,,1
Denise B. Kandel,Emily Rosenbaum,4,5,demography,famplan,,,1
Marvin Hage,Thomas T. Kane,1,4,famplan,famplan,,,1
Adel A. El-Kady,Marvin Hage,1,1,famplan,famplan,,,1
Marvin Hage,Saneya Saleh,1,2,famplan,demography,,,1
John Stanback,Marvin Hage,3,1,famplan,famplan,,,1
Marvin Hage,Robert G. Potter,1,14,famplan,famplan,,,1
Charles W. Warren,Gugulethu Gule,12,1,demography,demography,,,1
Gugulethu Gule,J. Timothy Johnson,1,2,demography,demography,,,1
Ephraim Hlophe,Gugulethu Gule,1,1,demography,demography,,,1
Daniel Kraushaar,Gugulethu Gule,1,1,demography,demography,,,1
Griffith Feeney,Yuan Jianhua,8,1,general,demography,,,1
Howard I. Goldberg,Jay S. Friedman,6,1,pubh,famplan,,,1
Fara G. Mbodji,Jay S. Friedman,1,1,famplan,famplan,,,1
David R. Williams,Rueben C. Warren,2,2,demography,pubh,,,1
Risa Lavizzo-Mourey,Rueben C. Warren,1,2,pubh,pubh,,,1
